1.002388266950974716e+00 1.119491735121385556e+00 8.941073895038321728e-01 9.127024414604347768e-01 9.543481191957086107e-01 1.064140971764715671e+00 1.080048041228070410e+00 1.210838259588109755e+00 1.263542503506046799e+00 9.056340635631051628e-01 9.990553909626884721e-01
1.015303246562152983e+00 1.146318150860771157e+00 1.068607845575600068e+00 8.952427509822618035e-01 8.122998087634034636e-01 1.106782626667396574e+00 1.033279049601867561e+00 1.179938736663431520e+00 8.433991160981654245e-01 9.598428014927342655e-01 9.967925409544154958e-01
9.934987170306318616e-01 1.271609658457662828e+00 9.919172737819602625e-01 1.083493811904435278e+00 8.312111784444846663e-01 9.083208942912230910e-01 9.535332394362033837e-01 9.595722389007645958e-01 1.212168727787581890e+00 6.934610335823290228e-01 1.002227175369253542e+00
1.003194655566088445e+00 8.956291291333466908e-01 9.708939195032861846e-01 1.239210683525849843e+00 1.138255642204817120e+00 9.872373158446429153e-01 9.258084204144568785e-01 1.031933451882324881e+00 9.834657110911300126e-01 5.932882662105777305e-01 1.002307268121277017e+00
1.003356490469356155e+00 9.106282506851667291e-01 9.334382903012824473e-01 1.044810149623667250e+00 1.089462463910314538e+00 9.681715494733500460e-01 9.228998374066170740e-01 8.609061952118809424e-01 7.232132824075498956e-01 8.155718544855962149e-01 9.912633513133038976e-01
1.001199475771016312e+00 8.340821191931592216e-01 9.867184382370417506e-01 9.932364997295524134e-01 1.119933248894799060e+00 8.810285321748931864e-01 8.073004210528357261e-01 8.962848496023793077e-01 9.455512766036185957e-01 7.785287404999478023e-01 9.935194724261071642e-01
1.002062909860732987e+00 8.751744773414618095e-01 1.015262641220895601e+00 1.001418074743402054e+00 1.084742786540941584e+00 9.838765899243773205e-01 9.712249455651978947e-01 1.053873321891702464e+00 9.793412625939686977e-01 7.965295070517045550e-01 9.963560751084491462e-01
1.013051111736823273e+00 7.390646222956132050e-01 1.050082749494290812e+00 1.065771545059275738e+00 1.104964574858200432e+00 9.730935248376870739e-01 9.017710787265733607e-01 1.120246204266159618e+00 1.040084801755290611e+00 1.167739229316195892e+00 1.015079515948295485e+00
9.996961870666259964e-01 1.232313816809261775e+00 9.879210352426822661e-01 1.002550009819230814e+00 7.196934051277917854e-01 9.995920359666031763e-01 1.092121780136160458e+00 1.025537870719330780e+00 1.149923728783564636e+00 1.109427285519219097e+00 9.944987825090768618e-01
1.005212825802249021e+00 1.024907938767403826e+00 1.030655318557134992e+00 9.136546863413140818e-01 1.130048417819509154e+00 1.014730609115452431e+00 1.010172573041901334e+00 1.275940636455105137e+00 8.597196815916513524e-01 7.025288942529548386e-01 9.892884099552522459e-01
1.002343924118753726e+00 9.601806972241802018e-01 1.016255690359752828e+00 8.542605905778177799e-01 1.112922003713374464e+00 9.187497894649092611e-01 1.044072064207110406e+00 1.102437971724206323e+00 8.487176034044042749e-01 1.070305632582403188e+00 9.935728490664690327e-01
1.013415924160269821e+00 1.151178638266970866e+00 1.033323809785281266e+00 9.260161130588033807e-01 9.260984553630884353e-01 9.363975789824784401e-01 9.567945725620590203e-01 1.197279696767064472e+00 1.110444505169969176e+00 8.894228640055596991e-01 1.004929727333573330e+00
1.000816091869318525e+00 9.755181538582241574e-01 9.995167232669337487e-01 9.358705187668600045e-01 1.002330755627885317e+00 7.201233122244001805e-01 1.019840836259442662e+00 8.759863950957960110e-01 7.395335256258158685e-01 8.516846779666715772e-01 9.992328019940410755e-01
9.904282360604516056e-01 1.017317278968863814e+00 1.070630985398196788e+00 9.841576476593599798e-01 8.273195308374249324e-01 9.733552633246104202e-01 1.060405858941299906e+00 1.156457607299778978e+00 1.086091664596659179e+00 1.027578085530124641e+00 9.986910967703642727e-01
