1.009126768206998204e+00 9.160702941551486234e-01 8.931188864051208265e-01 7.878527032363612514e-01 9.608393335584667350e-01 1.057503686573295631e+00 1.094618468322474669e+00 9.242747855044133320e-01 7.100737433574406676e-01 8.119563004150348595e-01 1.005567429212901764e+00
1.010816130537659729e+00 1.097947271000259573e+00 9.176656693272476906e-01 1.122134156834803997e+00 7.749857880077362093e-01 8.799044624211457277e-01 9.379980229989669516e-01 1.064161627727870707e+00 1.016426925247839952e+00 1.064085661465887789e+00 9.960949661231189856e-01
9.999111006371207422e-01 8.622462307981296759e-01 1.004560474631745803e+00 9.309736470800342722e-01 1.258028942253008431e+00 9.431874380633862298e-01 1.117643428807952422e+00 7.763098181882720494e-01 8.804870216853891707e-01 1.085791682463834062e+00 9.983761700516532445e-01
1.011983389273780176e+00 9.995191777839915748e-01 1.002531321760875116e+00 9.881673345978659873e-01 8.373410949924212643e-01 9.573680653994273149e-01 9.085184169541214994e-01 1.026644202702863051e+00 7.497829993740356969e-01 8.271537280722232044e-01 9.878415500835382446e-01
9.903460621015908183e-01 1.018352614573414305e+00 1.012556962706117947e+00 9.067053606064247040e-01 7.998397964190435694e-01 9.720544475760891645e-01 9.902593690530798742e-01 1.142180951167586445e+00 1.218650850102224403e+00 1.079261339395832131e+00 1.014618687920689322e+00
9.870820489164556788e-01 8.665863294909323944e-01 1.030005719030971045e+00 9.337013940488291253e-01 1.468379743139002880e+00 8.829530493023209914e-01 1.000430833695952426e+00 9.026331562329524827e-01 1.065332189341808178e+00 8.690102800591014143e-01 9.933175381110916913e-01
9.976129753601800099e-01 9.799726821359742157e-01 1.047736037612942539e+00 9.028484341669005264e-01 8.414703813269378552e-01 1.000339564855697416e+00 9.330610709386697454e-01 9.574284845898052287e-01 1.226003889494145849e+00 9.974893061384481063e-01 9.852603035825714395e-01
1.000025230042234980e+00 1.068649531003664555e+00 9.603894735411667716e-01 7.765660687147813990e-01 1.077008722998594736e+00 9.309025513152054954e-01 1.030319966958824329e+00 7.479851808769300003e-01 6.954293258662380683e-01 9.911274099151384798e-01 9.971380267775751260e-01
1.016542249581058543e+00 7.865814734913841866e-01 9.689815846916827180e-01 9.126926818375040718e-01 1.053589252626001338e+00 9.638938166258311790e-01 9.928005253640665995e-01 9.735851493552020175e-01 1.212112266752308321e+00 7.917579894658842710e-01 1.002804056758354712e+00
1.020048042565207869e+00 8.383075689943825237e-01 1.050700300706477464e+00 1.247218319146425669e+00 9.691105446380517963e-01 1.047899536229819129e+00 1.103404598902615552e+00 1.032768885128351855e+00 1.101224399310821722e+00 1.081702681244367525e+00 1.011407530311552616e+00
1.019239200284735469e+00 6.970273970766995841e-01 1.039085853464828846e+00 1.078797169602451866e+00 9.006585117116148176e-01 9.615489115171511614e-01 9.121923226732804313e-01 9.649430685816106079e-01 8.175810102824035974e-01 1.038287309489393184e+00 1.010218433340793975e+00
9.853776126288119608e-01 8.306205388802584411e-01 1.135594780754454192e+00 8.680387898703381122e-01 1.125137524446714998e+00 1.141370457158167095e+00 9.886217520378923762e-01 1.065559963464457693e+00 1.032406217788404135e+00 8.998707303907373944e-01 9.923964626883716722e-01
9.956258509912093713e-01 1.037959082528712385e+00 9.528436239661700613e-01 9.449233799680147872e-01 8.249144681344028340e-01 7.436450506435885455e-01 1.071506224323909295e+00 8.829883657456818469e-01 1.029552940736309985e+00 8.222140971293168121e-01 1.020224958966539530e+00
9.965583692562929308e-01 9.315103540388707248e-01 1.019121608687932445e+00 1.000162267093484214e+00 1.340648249482105037e+00 1.092352139008392786e+00 1.029996368014388208e+00 8.404064265212312090e-01 1.183780782397791942e+00 8.650815485557730167e-01 1.023192599231296906e+00
1.002131278213156618e+00 1.201472709240078096e+00 1.009297200379329906e+00 1.031459610747597733e+00 7.955623966229119493e-01 1.166768651513202970e+00 1.112842768538023552e+00 1.126184312409832744e+00 8.260895794616130994e-01 1.212486556402507354e+00 1.000292907910786067e+00
1.003381711941372378e+00 9.041683111952003582e-01 9.459138883309252677e-01 1.074924854690711085e+00 1.236995708093799884e+00 1.033001319285290487e+00 9.855388711636184906e-01 1.051379782236217864e+00 1.055416866364683015e+00 1.004744028439342518e+00 1.011772530039641849e+00
1.007901720185064631e+00 8.400087089857998235e-01 9.641465244102100929e-01 9.745856990381001062e-01 9.498398816936649558e-01 1.024770476962206134e+00 1.066720876426986431e+00 1.089192654001609251e+00 1.164388476390135985e+00 6.942443123286656803e-01 9.935546988437625737e-01
1.005178727544709272e+00 1.137457891927012632e+00 1.066281296686688140e+00 1.016361613468137914e+00 9.312656586495078326e-01 1.015283802335483321e+00 1.014666588794567392e+00 1.044586674178259011e+00 7.642771203540276170e-01 9.669809664226876045e-01 1.017489932111239614e+00
9.917400080472253965e-01 7.966867722858346212e-01 9.806555026284059506e-01 1.012461939154373214e+00 9.046680161139363241e-01 1.074096294913904126e+00 1.154475265113974025e+00 1.207250366908795725e+00 9.691518013359250450e-01 1.075863182606101809e+00 9.903337502470714870e-01
9.921084485809477105e-01 1.003711894536710947e+00 9.261825467520848898e-01 1.080836496032357097e+00 1.247013183343112619e+00 9.043023838462969088e-01 1.130046605656013003e+00 1.196164831251079086e+00 1.158619155913831689e+00 9.797166295572219408e-01 1.004575919135890505e+00
9.989590269662153021e-01 8.807855027916011714e-01 9.276492605727808538e-01 1.028841782274006134e+00 1.336973192030903812e+00 9.511479043439625691e-01 1.004266057340593488e+00 8.846523481209281892e-01 9.235083647565545117e-01 9.744127821762145203e-01 1.006519843452001295e+00
9.959344402665442075e-01 9.220023682844825652e-01 1.023435789820779762e+00 9.757299905463371337e-01 1.192516754300859017e+00 1.013019334800071336e+00 8.329066461193006532e-01 9.408679769977139618e-01 9.036001602047336601e-01 8.839266178116201855e-01 1.029346492494570109e+00
1.001152813903271932e+00 9.108532059743852383e-01 1.034657592392985048e+00 9.438545528674744389e-01 1.039820331724699898e+00 1.066796342079353588e+00 1.122660568523780489e+00 1.091157766360166592e+00 6.247371669414565343e-01 9.138682613027955259e-01 1.006585214698760833e+00
1.007381945222001862e+00 1.131396793620330632e+00 1.038295759458055745e+00 8.317246485069482720e-01 9.163480723376260517e-01 9.700274789248658491e-01 1.024456774739247233e+00 1.028503482842838990e+00 9.559268644311820218e-01 5.125992339022710231e-01 1.021672592261853474e+00
9.883130265796823410e-01 9.626492799650520071e-01 9.220487092941719309e-01 1.016124829547802699e+00 1.008537153852283597e+00 9.774734269194366165e-01 1.033521846709739123e+00 1.030790358936464646e+00 1.090167665128427332e+00 9.867912650706588407e-01 9.844662127287359121e-01
9.829660668180806304e-01 1.193749385045257405e+00 9.715254460582483098e-01 1.053300720830007808e+00 6.274771388984334841e-01 1.158622316411200615e+00 1.026741369921755576e+00 1.005619513743396753e+00 8.579965766439799912e-01 1.047660351902796938e+00 9.921633616818607004e-01
1.004268292829336717e+00 9.935244494971010587e-01 1.042952250470546627e+00 1.006369915311174701e+00 1.094275743131747358e+00 1.060491543364382894e+00 1.012379548928589612e+00 1.144550104658117684e+00 1.043394329077809157e+00 1.015269780670721822e+00 1.009458498369226298e+00
9.930213042600680717e-01 9.711710915755401574e-01 9.703279045443830020e-01 9.582728229313566271e-01 9.264873455742189678e-01 9.856873951798361677e-01 9.310695311548321529e-01 9.220532240095542509e-01 6.557578877747678447e-01 9.626871197647337564e-01 9.791138285112048756e-01
1.030610184624030090e+00 8.833078121841798636e-01 1.076816604412667244e+00 8.874570754924874239e-01 1.301367462990190571e+00 8.562939212908697861e-01 8.893005294293309104e-01 9.444538576240446570e-01 7.763262880012232747e-01 1.070459780891583446e+00 1.002177663690052789e+00
1.003880456405289889e+00 8.207531758947732570e-01 1.048440412636749697e+00 9.367152032560364106e-01 9.186739325587811589e-01 1.018640881922985519e+00 1.138446159040160222e+00 9.033486152543870329e-01 1.180029143675344949e+00 1.147095033903433592e+00 9.822243718424844561e-01
9.925055451083362179e-01 1.062592641084352474e+00 1.033674172549319703e+00 1.001815809290040660e+00 8.876756560402654372e-01 8.962572619735664770e-01 1.083615976527726010e+00 1.045770617770975575e+00 1.178162429489436835e+00 1.032990923108396464e+00 1.000716785615107352e+00
1.002500662994729730e+00 9.832515301467569246e-01 1.037163323385565050e+00 8.906922111726879310e-01 9.990763252778251946e-01 9.446311159965209425e-01 8.153563539250471282e-01 1.009627070950231742e+00 7.973291535307236444e-01 9.259651412070210030e-01 9.958149736188970369e-01
9.978369466461964876e-01 9.487209965705127868e-01 1.041272115564295664e+00 9.915240301528450706e-01 1.088817271211897530e+00 1.079086791556817193e+00 1.184129542119191525e+00 1.096435036987115197e+00 1.069893429690995879e+00 1.198356640758934777e+00 1.010524268168362605e+00
1.010467892841539594e+00 1.188328045851321013e+00 1.074188887605775244e+00 9.402566799211613535e-01 1.162143960288891442e+00 1.050820747731125993e+00 9.365108967639270698e-01 9.906963206584331605e-01 1.250435974264223482e+00 1.239744195246824221e+00 9.953480318551950479e-01
9.948764687584795707e-01 8.019843807625057774e-01 9.796245731940168566e-01 8.807832267717613517e-01 1.027905307430766468e+00 9.927731135935322637e-01 9.808130630432818631e-01 9.630299217970659242e-01 9.347987836992043276e-01 1.169007161605618350e+00 9.927599559114285155e-01
1.022923481683772007e+00 7.759674696105250957e-01 9.047558962644622893e-01 1.040893326356999715e+00 1.011408558860706686e+00 1.170689352323384780e+00 1.019085127829461479e+00 1.068146944220887740e+00 1.111742969304137407e+00 8.056400289709735318e-01 1.000006693281481729e+00
9.919566054100747987e-01 9.535117720377643824e-01 9.913304503184257044e-01 1.056810342602894082e+00 1.130047287266624068e+00 8.307479454027481003e-01 9.916159035689631196e-01 9.468986752541822538e-01 8.100237109771901700e-01 1.439396577533138544e+00 1.004396939453202187e+00
1.001946936336739258e+00 1.216386006177471391e+00 9.204421618116611636e-01 9.361265668530199813e-01 9.518500618842085093e-01 8.857089683628621701e-01 1.002260681648161844e+00 1.023244677305270800e+00 1.083855602050136868e+00 1.215916791844235956e+00 9.914228322234113211e-01
9.821959250768046434e-01 1.377012183772749143e+00 9.990632639811714011e-01 1.108313691821452229e+00 1.002742730651932757e+00 9.980734718314576703e-01 8.621663930538500109e-01 9.156772306545637452e-01 1.095872644494144232e+00 1.159192419764966786e+00 9.997927799943306937e-01
1.000744901350785199e+00 1.011852815903773628e+00 9.738253240996878057e-01 9.100872323271882447e-01 7.025469261184089653e-01 9.748795114999727618e-01 8.929758498093022245e-01 9.281840919752809560e-01 8.954782603607834846e-01 1.117070537533039865e+00 9.948773736762023256e-01
1.012869831055838166e+00 9.608881266590858505e-01 9.841190323109705318e-01 1.092217932968491567e+00 6.534015516743898466e-01 1.005993953000432484e+00 9.645192576976728827e-01 9.296453509882626198e-01 1.152036717533775123e+00 9.402959424455804571e-01 9.837076912793292216e-01
1.007705167537813029e+00 1.291221427967925495e+00 9.468866212318509668e-01 1.033811061220253791e+00 8.844291168419314841e-01 7.793852905135940645e-01 1.045041324509645042e+00 9.058852724282104862e-01 1.238345416376081642e+00 1.066589908863609271e+00 1.008466261064114633e+00
1.001044156701955012e+00 1.149440738378923133e+00 9.508293977602025882e-01 1.058335230643037583e+00 9.860212297531564252e-01 1.044667777312410006e+00 9.214106816053472260e-01 1.177187236531100689e+00 1.349810376716406912e+00 1.143063739627911302e+00 1.003235511457721163e+00
1.009303539432996999e+00 1.184741960034780384e+00 9.324259527738311126e-01 1.060718219648549621e+00 1.210443668102241688e+00 1.088505178014927077e+00 1.118232881009914026e+00 1.112341771253071432e+00 1.121518178478246419e+00 1.123057996616978915e+00 1.012819266015575925e+00
9.988501012320037953e-01 1.359282945184533409e+00 9.357037516879235239e-01 9.535992286691477027e-01 6.881022355598025442e-01 9.961355673398123445e-01 9.722410850004922223e-01 1.101657015842236742e+00 1.053829249012288027e+00 8.408376960453254334e-01 9.900586312221940632e-01
9.907640263553003646e-01 1.047635907161071911e+00 9.815056777418600387e-01 1.044899026871961789e+00 8.775166653514336890e-01 1.125052407187271397e+00 9.259544461737715393e-01 1.247800831297707358e+00 1.203404791927247253e+00 7.742068981880114720e-01 9.868650806738722414e-01
1.008457258493215658e+00 9.281506777516936868e-01 9.941898804171338533e-01 1.087362601413392804e+00 9.447331688655837834e-01 1.028598665598871031e+00 1.021754540778805787e+00 1.050109037198155182e+00 1.281148592103074302e+00 8.300847752272685343e-01 1.010117634400766518e+00
